,Date,Team,Name,Injury
7398,03/02/2023,GSW,Ryan Rollins,Injury/Illness - Right Foot; Surgery
7399,03/02/2023,GSW,Andrew Wiggins,Personal Reasons
7400,03/02/2023,LAC,Brandon Boston Jr.,G League - On Assignment
7401,03/02/2023,LAC,Moussa Diabate,G League - Two-Way
7402,03/02/2023,LAC,Marcus Morris Sr.,Injury/Illness - Left Elbow; Contusion
7403,03/02/2023,LAC,Jason Preston,G League - On Assignment
7404,03/02/2023,LAC,Ivica Zubac,Injury/Illness - Right Calf; Soreness
7405,03/03/2023,CHA,LaMelo Ball,Injury/Illness - Right Ankle; Surgery
7406,03/03/2023,CHA,James Bouknight,G League - On Assignment
7407,03/03/2023,CHA,Theo Maledon,G League - Two-Way
7408,03/03/2023,CHA,Cody Martin,Injury/Illness - Left Knee; Soreness
7409,03/03/2023,CHA,P.J. Washington,Injury/Illness - Right Foot; Strain
7410,03/03/2023,ORL,Jonathan Isaac,Injury/Illness - Left Adductor; Tear; Surgery
7411,03/03/2023,BOS,Malcolm Brogdon,Injury/Illness - Right Ankle; Soreness
7412,03/03/2023,BOS,JD Davison,G League - Two-Way
7413,03/03/2023,BOS,Danilo Gallinari,Injury/Illness - Left Knee; ACL Repair
7414,03/03/2023,BOS,Mfiondu Kabengele,G League - Two-Way
7415,03/03/2023,BKN,Ben Simmons,Injury/Illness - Left Knee; Soreness
7416,03/03/2023,BKN,Edmond Sumner,Personal Reasons
7417,03/03/2023,BKN,Yuta Watanabe,Injury/Illness - Back; Soreness
7418,03/03/2023,ATL,Tyrese Martin,G League - On Assignment
7419,03/03/2023,ATL,Donovan Williams,G League - Two-Way
7420,03/03/2023,POR,Ryan Arcidiacono,Injury/Illness - Lower Back; Pain
7421,03/03/2023,POR,Ibou Badji,Injury/Illness - Left Knee; Soreness
7422,03/03/2023,POR,John Butler Jr.,G League - Two-Way
7423,03/03/2023,POR,Jusuf Nurkic,Injury/Illness - Left Calf; Strain
7424,03/03/2023,POR,Anfernee Simons,Injury/Illness - Right Ankle; Sprain
7425,03/03/2023,POR,Justise Winslow,Injury/Illness - Left Ankle; Sprain
7426,03/03/2023,MIA,Jamal Cain,G League - Two-Way
7427,03/03/2023,MIA,Nikola Jovic,Injury/Illness - Lower Back; Stress Reaction
7428,03/03/2023,MIA,Kyle Lowry,Injury/Illness - Left Knee; Soreness
7429,03/03/2023,MIA,Omer Yurtseven,G League - On Assignment
7430,03/03/2023,NYK,DaQuan Jeffries,G League - Two-Way
7431,03/03/2023,NYK,Trevor Keels,G League - On Assignment
7432,03/03/2023,NYK,Duane Washington Jr.,G League - Two-Way
7433,03/03/2023,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
7434,03/03/2023,CHI,Javonte Green,Injury/Illness - Right Knee; Surgery
7435,03/03/2023,CHI,Carlik Jones,G League - Two-Way
7436,03/03/2023,CHI,Marko Simonovic,G League - On Assignment
7437,03/03/2023,PHX,Terrence Ross,Injury/Illness - Right Toe; Soreness
7438,03/03/2023,PHX,Landry Shamet,Injury/Illness - Right Foot; Soreness
7439,03/03/2023,OKC,Shai Gilgeous-Alexander,Injury/Illness - N/a; Abdominal Strain/ Health and Safety Protocols
7440,03/03/2023,OKC,Chet Holmgren,Injury/Illness - Right Foot; Surgery
7441,03/03/2023,OKC,Aleksej Pokusevski,Injury/Illness - Left Tibial Plateau; Non-displaced fracture
7442,03/03/2023,OKC,Olivier Sarr,G League - Two-Way
7443,03/03/2023,OKC,Lindy Waters III,G League - On Assignment
7444,03/03/2023,OKC,Kenrich Williams,Injury/Illness - Left Wrist; Scapholunate Ligament Rupture
7445,03/03/2023,UTA,Jordan Clarkson,Injury/Illness - Right Thumb; Sprain
7446,03/03/2023,UTA,Micah Potter,G League - Two-Way
7447,03/03/2023,UTA,Collin Sexton,Injury/Illness - Left Hamstring; Strain
7448,03/03/2023,LAC,Brandon Boston Jr.,G League - On Assignment
7449,03/03/2023,LAC,Moussa Diabate,G League - Two-Way
7450,03/03/2023,LAC,Kawhi Leonard,Injury/Illness - Right Knee; Injury Management
7451,03/03/2023,LAC,Xavier Moon,G League - Two-Way
7452,03/03/2023,LAC,Marcus Morris Sr.,Injury/Illness - Left Elbow; Contusion
7453,03/03/2023,LAC,Norman Powell,Injury/Illness - Left Shoulder; Subluxation
7454,03/03/2023,LAC,Jason Preston,G League - On Assignment
7455,03/03/2023,LAC,Ivica Zubac,Injury/Illness - Right Calf; Soreness
7456,03/03/2023,SAC,Richaun Holmes,Injury/Illness - N/a; Non-COVID Illness
7457,03/03/2023,DEN,Vlatko Cancar,Injury/Illness - Right Wrist; Sprain
7458,03/03/2023,DEN,Collin Gillespie,Injury/Illness - Right Lower Leg; Fracture
7459,03/03/2023,DEN,Zeke Nnaji,Injury/Illness - Right Shoulder; Sprain
7460,03/03/2023,DEN,Peyton Watson,G League - On Assignment
7461,03/03/2023,DEN,Jack White,G League - Two-Way
7462,03/03/2023,MEM,Steven Adams,Injury/Illness - Right Knee; PCL Sprain
7463,03/03/2023,MEM,Ziaire Williams,G League - On Assignment
7464,03/03/2023,GSW,Patrick Baldwin Jr.,Injury/Illness - Right Ankle; Soreness
7465,03/03/2023,GSW,Stephen Curry,Injury/Illness - Left Superior Tib/fib; Sprain
7466,03/03/2023,GSW,Andre Iguodala,Injury/Illness - Right Hip; Soreness
7467,03/03/2023,GSW,Gary Payton II,Injury/Illness - Right Adductor; Soreness
7468,03/03/2023,GSW,Ryan Rollins,Injury/Illness - Right Foot; Surgery
7469,03/03/2023,GSW,Andrew Wiggins,Personal Reasons
7470,03/03/2023,NOP,Jose Alvarado,Injury/Illness - Right Tibial; Stress Reaction
7471,03/03/2023,NOP,E.J. Liddell,Injury/Illness - Right Knee; ACL Injury Recovery
7472,03/03/2023,NOP,Larry Nance Jr.,Injury/Illness - Left Ankle; Sprain
7473,03/03/2023,NOP,Josh Richardson,Personal Reasons
7474,03/03/2023,NOP,Dereon Seabron,G League - Two-Way
7475,03/03/2023,NOP,Jonas Valanciunas,Injury/Illness - Left Calf; Contusion
7476,03/03/2023,NOP,Zion Williamson,Injury/Illness - Right Hamstring; Strain
7477,03/03/2023,LAL,LeBron James,Injury/Illness - Right Foot; Soreness
7478,03/03/2023,LAL,Scotty Pippen Jr.,G League - Two-Way
7479,03/03/2023,LAL,D'Angelo Russell,Injury/Illness - Right Ankle; Sprain
7480,03/03/2023,LAL,Cole Swider,G League - Two-Way
7481,03/03/2023,MIN,Wendell Moore Jr.,G League - On Assignment
7482,03/03/2023,MIN,Jaylen Nowell,Injury/Illness - Left Knee; Tendinopathy
7483,03/03/2023,MIN,Karl-Anthony Towns,Injury/Illness - Right Calf; Strain
7484,03/04/2023,TOR,Dalano Banton,G League - On Assignment
7485,03/04/2023,TOR,Jeff Dowtin Jr.,G League - Two-Way
7486,03/04/2023,TOR,Ron Harper Jr.,G League - Two-Way
7487,03/04/2023,TOR,Christian Koloko,G League - On Assignment
7488,03/04/2023,TOR,Otto Porter Jr.,Injury/Illness - Left Foot; Surgery - second toe dislocation
7489,03/04/2023,TOR,Joe Wieskamp,G League - On Assignment
7490,03/04/2023,WAS,Johnny Davis,G League - On Assignment
7491,03/04/2023,WAS,Jay Huff,G League - Two-Way
7492,03/04/2023,WAS,Quenton Jackson,G League - Two-Way
7493,03/04/2023,WAS,Monte Morris,Injury/Illness - Back; Low back soreness
7494,03/04/2023,WAS,Isaiah Todd,G League - On Assignment
7495,03/04/2023,CLE,Mamadi Diakite,G League - Two-Way
7496,03/04/2023,CLE,Isaiah Mobley,G League - Two-Way
7497,03/04/2023,CLE,Dylan Windler,G League - On Assignment
7498,03/04/2023,DET,Bojan Bogdanovic,Injury/Illness - Bilateral Achilles; Tendinopathy
7499,03/04/2023,DET,Alec Burks,Injury/Illness - Left Foot; Soreness
7500,03/04/2023,DET,Cade Cunningham,Injury/Illness - Left Tibia; Stress fracture
7501,03/04/2023,DET,Jalen Duren,Injury/Illness - Bilateral Ankle; Soreness
7502,03/04/2023,DET,Isaiah Stewart,Injury/Illness - Right Hip; Soreness
7503,03/04/2023,ATL,Tyrese Martin,G League - On Assignment
7504,03/04/2023,ATL,Donovan Williams,G League - Two-Way
7505,03/04/2023,MIA,Jamal Cain,G League - Two-Way
7506,03/04/2023,MIA,Nikola Jovic,Injury/Illness - Lower Back; Stress reaction
7507,03/04/2023,MIA,Kyle Lowry,Injury/Illness - Left Knee; Soreness
7508,03/04/2023,MIA,Omer Yurtseven,G League - On Assignment
7509,03/04/2023,HOU,Darius Days,G League - Two-Way
7510,03/04/2023,HOU,Trevor Hudgins,G League - Two-Way
7511,03/04/2023,HOU,Jae'Sean Tate,Injury/Illness - Right Ankle; Injury Maintenance
7512,03/04/2023,HOU,TyTy Washington Jr.,Injury/Illness - Illness; Illness
7513,03/04/2023,SAS,Khem Birch,Injury/Illness - Right Knee; Chondromalacia
7514,03/04/2023,SAS,Malaki Branham,Injury/Illness - Low Back; Contusion
7515,03/04/2023,SAS,Keldon Johnson,Injury/Illness - Left Foot; Sprain
7516,03/04/2023,SAS,Doug McDermott,Injury/Illness - Right Thumb; Sprain
7517,03/04/2023,SAS,Devin Vassell,Injury/Illness - Left Knee; Injury Management
7518,03/04/2023,MIL,Wesley Matthews,Injury/Illness - Right Calf; Strain
7519,03/04/2023,PHI,Dewayne Dedmon,Injury/Illness - Left Hip; Soreness
7520,03/04/2023,PHI,Louis King,G League - Two-Way
7521,03/04/2023,PHI,Mac McClung,G League - Two-Way
7522,03/04/2023,PHI,Jaden Springer,G League - On Assignment
7523,03/04/2023,MIN,Wendell Moore Jr.,G League - On Assignment
7524,03/04/2023,MIN,Jaylen Nowell,Injury/Illness - Left Knee; Tendinopathy
7525,03/04/2023,MIN,Karl-Anthony Towns,Injury/Illness - Right Calf; Strain
7526,03/04/2023,SAC,Keon Ellis,G League - Two-Way
7527,03/04/2023,SAC,Richaun Holmes,Injury/Illness - N/a; Non-COVID illness
7528,03/04/2023,SAC,Neemias Queta,G League - Two-Way
7529,03/05/2023,DAL,Davis Bertans,Injury/Illness - Left Calf; Strain
7530,03/05/2023,DAL,Maxi Kleber,Injury/Illness - Right Hamstring; Tear
7531,03/05/2023,DAL,A.J. Lawson,G League - Two-Way
7532,03/05/2023,DAL,McKinley Wright IV,G League - Two-Way
7533,03/05/2023,PHX,Landry Shamet,Injury/Illness - Right Foot; Soreness
7534,03/05/2023,GSW,Patrick Baldwin Jr.,Injury/Illness - Right Ankle; Soreness
7535,03/05/2023,GSW,Gary Payton II,Injury/Illness - Right Adductor; Soreness
7536,03/05/2023,GSW,Ryan Rollins,Injury/Illness - Right Foot; Surgery
7537,03/05/2023,GSW,Andrew Wiggins,Personal Reasons
7538,03/05/2023,LAL,Max Christie,G League - On Assignment
7539,03/05/2023,LAL,LeBron James,Injury/Illness - Right Foot; Soreness
7540,03/05/2023,LAL,Scotty Pippen Jr.,G League - Two-Way
7541,03/05/2023,LAL,D'Angelo Russell,Injury/Illness - Right Ankle; Sprain
7542,03/05/2023,LAL,Cole Swider,G League - Two-Way
7543,03/05/2023,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
7544,03/05/2023,CHI,Javonte Green,Injury/Illness - Right Knee; Surgery
7545,03/05/2023,CHI,Carlik Jones,G League - On Assignment
7546,03/05/2023,CHI,Marko Simonovic,G League - On Assignment
7547,03/05/2023,IND,Kendall Brown,Injury/Illness - Right Tibia; Stress Fracture
7548,03/05/2023,IND,Aaron Nesmith,Injury/Illness - Left Hip; Sore
7549,03/05/2023,IND,Trevelin Queen,G League - Two-Way
7550,03/05/2023,BKN,Ben Simmons,Injury/Illness - Left Knee/Back; Soreness
7551,03/05/2023,BKN,Edmond Sumner,Personal Reasons
7552,03/05/2023,CHA,LaMelo Ball,Injury/Illness - Right Ankle; Surgery
7553,03/05/2023,CHA,James Bouknight,G League - On Assignment
7554,03/05/2023,CHA,Theo Maledon,G League - Two-Way
7555,03/05/2023,CHA,Cody Martin,Injury/Illness - Left Knee; Soreness
7556,03/05/2023,ORL,Wendell Carter Jr.,Injury/Illness - Left Hip; Pain
7557,03/05/2023,ORL,Gary Harris,Injury/Illness - Left Adductor; Soreness
7558,03/05/2023,ORL,Kevon Harris,G League - Two-Way
7559,03/05/2023,ORL,Jonathan Isaac,Injury/Illness - Left Adductor; Surgery
7560,03/05/2023,POR,Ryan Arcidiacono,Injury/Illness - Lower Back; Pain
7561,03/05/2023,POR,Ibou Badji,Injury/Illness - Left Knee; Soreness
7562,03/05/2023,POR,John Butler Jr.,G League - Two-Way
7563,03/05/2023,POR,Jusuf Nurkic,Injury/Illness - Left Calf; Strain
7564,03/05/2023,POR,Anfernee Simons,Injury/Illness - Right Ankle; Sprain
7565,03/05/2023,POR,Justise Winslow,Injury/Illness - Left Ankle; Sprain
7566,03/05/2023,HOU,Darius Days,G League - Two-Way
7567,03/05/2023,HOU,Trevor Hudgins,G League - Two-Way
7568,03/05/2023,SAS,Khem Birch,Injury/Illness - Right Knee; Chondromalacia
7569,03/05/2023,SAS,Zach Collins,Injury/Illness - Left Ankle; Soreness
7570,03/05/2023,SAS,Tre Jones,Injury/Illness - Left Foot; Injury Management
7571,03/05/2023,SAS,Romeo Langford,Injury/Illness - Left Adductor; Soreness
7572,03/05/2023,SAS,Doug McDermott,Injury/Illness - Right Thumb; Sprain
7573,03/05/2023,SAS,Jeremy Sochan,Injury/Illness - Right Knee; Soreness
7574,03/05/2023,OKC,Chet Holmgren,Injury/Illness - Right Foot; Surgery
7575,03/05/2023,OKC,Aleksej Pokusevski,Injury/Illness - Left Tibial Plateau; Non-displaced fracture
7576,03/05/2023,OKC,Kenrich Williams,Injury/Illness - Left Wrist; Scapholunate ligament rupture
7577,03/05/2023,UTA,Lauri Markkanen,Injury/Illness - Low Back; Soreness
7578,03/05/2023,UTA,Micah Potter,G League - Two-Way
7579,03/05/2023,UTA,Collin Sexton,Injury/Illness - Left Hamstring; Strain
7580,03/05/2023,MIL,Wesley Matthews,Injury/Illness - Right Hamstring; Strain
7581,03/05/2023,MIL,Khris Middleton,Injury/Illness - Right Knee; Injury Management
7582,03/05/2023,WAS,Johnny Davis,G League - On Assignment
7583,03/05/2023,WAS,Jay Huff,G League - Two-Way
7584,03/05/2023,WAS,Quenton Jackson,G League - Two-Way
7585,03/05/2023,WAS,Kyle Kuzma,Injury/Illness - Right Knee; Right knee soreness
7586,03/05/2023,WAS,Monte Morris,Injury/Illness - Back; Low back soreness
7587,03/05/2023,WAS,Isaiah Todd,G League - On Assignment
7588,03/05/2023,BOS,Malcolm Brogdon,Injury/Illness - Right Ankle; Soreness
7589,03/05/2023,BOS,JD Davison,G League - Two-Way
7590,03/05/2023,BOS,Danilo Gallinari,Injury/Illness - Left Knee; ACL Repair
7591,03/05/2023,BOS,Mfiondu Kabengele,G League - Two-Way
7592,03/05/2023,BOS,Robert Williams III,Injury/Illness - Left Hamstring; Strain
7593,03/05/2023,NYK,Jalen Brunson,Injury/Illness - Left Foot; Sore
7594,03/05/2023,NYK,DaQuan Jeffries,G League - Two-Way
7595,03/05/2023,NYK,Duane Washington Jr.,G League - Two-Way
7596,03/05/2023,LAC,Brandon Boston Jr.,G League - On Assignment
7597,03/05/2023,LAC,Moussa Diabate,G League - Two-Way
7598,03/05/2023,LAC,Xavier Moon,G League - Two-Way
7599,03/05/2023,LAC,Norman Powell,Injury/Illness - Left Shoulder; Subluxation
7600,03/05/2023,LAC,Jason Preston,G League - On Assignment
7601,03/05/2023,MEM,Steven Adams,Injury/Illness - Right Knee; PCL Sprain
7602,03/05/2023,MEM,Dillon Brooks,League Suspension
7603,03/05/2023,MEM,Brandon Clarke,Injury/Illness - Left Achilles; Tear
7604,03/05/2023,MEM,Jake LaRavia,Injury/Illness - Back; Soreness
7605,03/05/2023,MEM,Ja Morant,Not With Team
7606,03/05/2023,MEM,Vince Williams Jr.,Injury/Illness - Right Shoulder; Soreness
7607,03/06/2023,BOS,JD Davison,G League - Two-Way
7608,03/06/2023,BOS,Danilo Gallinari,Injury/Illness - Left Knee; ACL Repair
7609,03/06/2023,BOS,Al Horford,Injury/Illness - Low Back; Stiffness
7610,03/06/2023,BOS,Mfiondu Kabengele,G League - Two-Way
7611,03/06/2023,BOS,Jayson Tatum,Injury/Illness - Left Knee; Contusion
7612,03/06/2023,BOS,Robert Williams III,Injury/Illness - Left Hamstring; Strain
7613,03/06/2023,CLE,Mamadi Diakite,G League - Two-Way
7614,03/06/2023,CLE,Isaiah Mobley,G League - Two-Way
7615,03/06/2023,IND,Kendall Brown,Injury/Illness - Right Tibia; Stress Fracture
7616,03/06/2023,IND,Aaron Nesmith,Injury/Illness - Left Hip; Soreness
7617,03/06/2023,IND,Trevelin Queen,G League - Two-Way
7618,03/06/2023,PHI,Tobias Harris,Injury/Illness - Left Calf; Contusion
7619,03/06/2023,PHI,Louis King,G League - Two-Way
7620,03/06/2023,PHI,Mac McClung,G League - Two-Way
7621,03/06/2023,PHI,Jaden Springer,G League - On Assignment
7622,03/06/2023,PHI,P.J. Tucker,Injury/Illness - Back; Spasms
7623,03/06/2023,DET,Bojan Bogdanovic,Injury/Illness - Bilateral Achilles; Soreness
7624,03/06/2023,DET,Cade Cunningham,Injury/Illness - Left Tibia; Stress fracture
7625,03/06/2023,DET,Jalen Duren,Injury/Illness - Bilateral Ankle; Soreness
7626,03/06/2023,DET,Killian Hayes,Injury/Illness - Left Hand; Contusion
7627,03/06/2023,DET,Rodney McGruder,Injury/Illness - Left Ankle; Sprain
7628,03/06/2023,DET,Isaiah Stewart,Injury/Illness - Right Hip; Soreness
7629,03/06/2023,POR,Ryan Arcidiacono,Injury/Illness - Lower Back; Soreness
7630,03/06/2023,POR,Ibou Badji,Injury/Illness - Left Knee; Soreness
7631,03/06/2023,POR,John Butler Jr.,G League - Two-Way
7632,03/06/2023,POR,Jusuf Nurkic,Injury/Illness - Left Calf; Strain
7633,03/06/2023,POR,Anfernee Simons,Injury/Illness - Right Ankle; Sprain
7634,03/06/2023,POR,Justise Winslow,Injury/Illness - Left Ankle; Sprain
7635,03/06/2023,ATL,Trent Forrest,G League - Two-Way
7636,03/06/2023,ATL,Tyrese Martin,G League - On Assignment
7637,03/06/2023,ATL,Donovan Williams,G League - Two-Way
7638,03/06/2023,MIA,Jamal Cain,G League - Two-Way
7639,03/06/2023,MIA,Nikola Jovic,G League - On Assignment
7640,03/06/2023,MIA,Kevin Love,Injury/Illness - Right Rib; Contusion
7641,03/06/2023,MIA,Kyle Lowry,Injury/Illness - Left Knee; Soreness
7642,03/06/2023,MIA,Omer Yurtseven,G League - On Assignment
7643,03/06/2023,DEN,Vlatko Cancar,Injury/Illness - Right Wrist; Sprain
7644,03/06/2023,DEN,Collin Gillespie,Injury/Illness - Right Lower Leg; Fracture
7645,03/06/2023,DEN,Zeke Nnaji,Injury/Illness - Right Shoulder; Sprain
7646,03/06/2023,DEN,Peyton Watson,G League - On Assignment
7647,03/06/2023,DEN,Jack White,-
7648,03/06/2023,TOR,Dalano Banton,G League - On Assignment
7649,03/06/2023,TOR,Jeff Dowtin Jr.,G League - Two-Way
7650,03/06/2023,TOR,Ron Harper Jr.,G League - Two-Way
7651,03/06/2023,TOR,Christian Koloko,G League - On Assignment
7652,03/06/2023,TOR,Otto Porter Jr.,Injury/Illness - Left Foot; Surgery - second toe dislocation
7653,03/06/2023,TOR,Joe Wieskamp,G League - On Assignment
7654,03/06/2023,NOP,Jose Alvarado,Injury/Illness - Right Tibial; Stress Reaction
7655,03/06/2023,NOP,E.J. Liddell,Injury/Illness - Right Knee; ACL Injury Recovery
7656,03/06/2023,NOP,Larry Nance Jr.,Injury/Illness - Left Ankle; Sprain
7657,03/06/2023,NOP,Josh Richardson,Personal Reasons
7658,03/06/2023,NOP,Dereon Seabron,G League - Two-Way
7659,03/06/2023,NOP,Zion Williamson,Injury/Illness - Right Hamstring; Strain
7660,03/06/2023,SAC,De'Aaron Fox,Injury/Illness - Left Hamstring; Soreness
7661,03/06/2023,SAC,Richaun Holmes,-
7662,03/07/2023,MIL,Giannis Antetokounmpo,Injury/Illness - Non-covid; Illness
7663,03/07/2023,MIL,Goran Dragic,Injury/Illness - Left Knee; Soreness
7664,03/07/2023,MIL,Jrue Holiday,Injury/Illness - Neck; Soreness
7665,03/07/2023,MIL,Wesley Matthews,Injury/Illness - Right Calf; Strain
7666,03/07/2023,ORL,Wendell Carter Jr.,Injury/Illness - Left Hip; Pain
7667,03/07/2023,ORL,Gary Harris,Injury/Illness - Left Adductor; Soreness
7668,03/07/2023,ORL,Kevon Harris,G League - Two-Way
7669,03/07/2023,ORL,Jonathan Isaac,Injury/Illness - Left Adductor; Torn/surgery
7670,03/07/2023,ORL,Admiral Schofield,Injury/Illness - N/a; Concussion
7671,03/07/2023,DET,Bojan Bogdanovic,Injury/Illness - Bilateral Achilles; Tendinopathy
7672,03/07/2023,DET,Alec Burks,Injury/Illness - Left Foot; Soreness
7673,03/07/2023,DET,Cade Cunningham,Injury/Illness - Left Tibia; Stress fracture
7674,03/07/2023,DET,Hamidou Diallo,Injury/Illness - Right Ankle; Sprain
7675,03/07/2023,DET,Jalen Duren,Injury/Illness - Bilateral Ankle; Soreness
7676,03/07/2023,DET,Killian Hayes,Injury/Illness - Left Hand; Contusion
7677,03/07/2023,DET,Isaiah Stewart,Injury/Illness - Right Hip; Soreness
7678,03/07/2023,WAS,Johnny Davis,G League - On Assignment
7679,03/07/2023,WAS,Jay Huff,G League - Two-Way
7680,03/07/2023,WAS,Quenton Jackson,G League - Two-Way
7681,03/07/2023,WAS,Monte Morris,Injury/Illness - Back; Low back soreness
7682,03/07/2023,WAS,Isaiah Todd,G League - On Assignment
7683,03/07/2023,CHA,LaMelo Ball,Injury/Illness - Right Ankle; Fracture
7684,03/07/2023,CHA,James Bouknight,G League - On Assignment
7685,03/07/2023,CHA,Theo Maledon,G League - Two-Way
7686,03/07/2023,CHA,Cody Martin,Injury/Illness - Left Knee; Soreness
7687,03/07/2023,NYK,Jalen Brunson,Injury/Illness - Left Foot; Sore
7688,03/07/2023,NYK,DaQuan Jeffries,G League - On Assignment
7689,03/07/2023,NYK,Duane Washington Jr.,G League - Two-Way
7690,03/07/2023,MIN,Jaylen Nowell,Injury/Illness - Left Knee; Tendinopathy
7691,03/07/2023,MIN,Karl-Anthony Towns,Injury/Illness - Right Calf; Strain
7692,03/07/2023,PHI,James Harden,Injury/Illness - Left Foot; Soreness
7693,03/07/2023,PHI,Louis King,G League - Two-Way
7694,03/07/2023,PHI,Mac McClung,G League - Two-Way
7695,03/07/2023,PHI,Jaden Springer,G League - On Assignment
7696,03/07/2023,BKN,David Duke Jr.,G League - Two-Way
7697,03/07/2023,BKN,Ben Simmons,Injury/Illness - Left Knee/back; Soreness
7698,03/07/2023,BKN,Dru Smith,G League - Two-Way
7699,03/07/2023,HOU,Darius Days,G League - Two-Way
7700,03/07/2023,HOU,Trevor Hudgins,G League - Two-Way
7701,03/07/2023,GSW,Gary Payton II,Injury/Illness - Right Adductor; Soreness
7702,03/07/2023,GSW,Ryan Rollins,Injury/Illness - Right Foot; Soreness
7703,03/07/2023,GSW,Andrew Wiggins,Personal Reasons
7704,03/07/2023,OKC,Chet Holmgren,Injury/Illness - Right Foot; Surgery
7705,03/07/2023,OKC,Aleksej Pokusevski,Injury/Illness - Left Tibial Plateau; Non-displaced fracture
7706,03/07/2023,OKC,Jalen Williams,Injury/Illness - Right Wrist; Sprain
7707,03/07/2023,OKC,Kenrich Williams,Injury/Illness - Left Wrist; Scapholunate ligament rupture
7708,03/07/2023,DAL,A.J. Lawson,G League - Two-Way
7709,03/07/2023,DAL,JaVale McGee,Injury/Illness - Right Ankle; Sprain
7710,03/07/2023,DAL,McKinley Wright IV,G League - Two-Way
7711,03/07/2023,UTA,Jordan Clarkson,Injury/Illness - Left Hand; fourth finger sprain
7712,03/07/2023,UTA,Walker Kessler,Injury/Illness - N/A; non-covid illness
7713,03/07/2023,UTA,Micah Potter,G League - Two-Way
7714,03/07/2023,UTA,Collin Sexton,Injury/Illness - Left Hamstring; Strain
7715,03/07/2023,LAL,Mo Bamba,Injury/Illness - Left Ankle; Sprain
7716,03/07/2023,LAL,LeBron James,Injury/Illness - Right Foot; Soreness
7717,03/07/2023,LAL,Scotty Pippen Jr.,G League - Two-Way
7718,03/07/2023,LAL,D'Angelo Russell,Injury/Illness - Right Ankle; Sprain
7719,03/07/2023,LAL,Cole Swider,G League - Two-Way
7720,03/07/2023,MEM,Steven Adams,Injury/Illness - Right Knee; PCL Sprain
7721,03/07/2023,MEM,Kennedy Chandler,Injury/Illness - Illness; Nom-COVID Illness
7722,03/07/2023,MEM,Brandon Clarke,Injury/Illness - Left Achilles; Tear
7723,03/07/2023,MEM,Jake LaRavia,Injury/Illness - Back; Soreness
7724,03/07/2023,MEM,Ja Morant,Not With Team
7725,03/07/2023,MEM,Vince Williams Jr.,Injury/Illness - Right Shoulder; Soreness
7726,03/08/2023,ATL,Trent Forrest,G League - Two-Way
7727,03/08/2023,ATL,Tyrese Martin,G League - On Assignment
7728,03/08/2023,ATL,Donovan Williams,G League - Two-Way
7729,03/08/2023,WAS,Quenton Jackson,G League - Two-Way
7730,03/08/2023,WAS,Isaiah Todd,G League - On Assignment
7731,03/08/2023,CLE,Mamadi Diakite,G League - Two-Way
7732,03/08/2023,CLE,Isaiah Mobley,G League - Two-Way
7733,03/08/2023,CLE,Dylan Windler,G League - On Assignment
7734,03/08/2023,MIA,Nikola Jovic,G League - On Assignment
7735,03/08/2023,MIA,Kyle Lowry,Injury/Illness - Left Knee; Soreness
7736,03/08/2023,DAL,Reggie Bullock,Injury/Illness - Right Quadricep; Contusion
7737,03/08/2023,DAL,Maxi Kleber,Injury/Illness - Right Hamstring; Injury Recovery
7738,03/08/2023,DAL,A.J. Lawson,G League - Two-Way
7739,03/08/2023,DAL,JaVale McGee,Injury/Illness - Right Ankle; Sprain
7740,03/08/2023,DAL,McKinley Wright IV,G League - Two-Way
7741,03/08/2023,NOP,Jose Alvarado,Injury/Illness - Right Tibial; Stress Reaction
7742,03/08/2023,NOP,E.J. Liddell,Injury/Illness - Right Knee; ACL Injury Recovery
7743,03/08/2023,NOP,Larry Nance Jr.,Injury/Illness - Left Ankle; Sprain
7744,03/08/2023,NOP,Dereon Seabron,G League - Two-Way
7745,03/08/2023,NOP,Zion Williamson,Injury/Illness - Right Hamstring; Strain
7746,03/08/2023,BOS,Danilo Gallinari,Injury/Illness - Left Knee; ACL Repair
7747,03/08/2023,BOS,Mfiondu Kabengele,G League - Two-Way
7748,03/08/2023,BOS,Payton Pritchard,Injury/Illness - Left Heel; Pain
7749,03/08/2023,BOS,Robert Williams III,Injury/Illness - Left Hamstring; Strain
7750,03/08/2023,POR,Ryan Arcidiacono,Injury/Illness - Lower Back; Soreness
7751,03/08/2023,POR,Ibou Badji,Injury/Illness - Left Knee; Surgery Recovery
7752,03/08/2023,POR,John Butler Jr.,G League - Two-Way
7753,03/08/2023,POR,Anfernee Simons,Injury/Illness - Right Ankle; Sprain
7754,03/08/2023,POR,Justise Winslow,Injury/Illness - Left Ankle; Sprain
7755,03/08/2023,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
7756,03/08/2023,CHI,Javonte Green,Injury/Illness - Right Knee; Surgery
7757,03/08/2023,CHI,Carlik Jones,G League - On Assignment
7758,03/08/2023,CHI,Justin Lewis,Injury/Illness - Right Knee; Surgery; ACL Reconstruction
7759,03/08/2023,CHI,Marko Simonovic,G League - On Assignment
7760,03/08/2023,CHI,Terry Taylor,G League - Two-Way
7761,03/08/2023,DEN,Vlatko Cancar,Injury/Illness - Right Wrist; Sprain
